ID,name,state,climreg,X,Y,pointList
1200203,Cruzeiro do Sul,AC,AF,-72.75451186,-7.971952845,"ee.Feature(ee.Geometry.Point([-72.75451186,-7.971952845],'EPSG:4674'),  {'point_id': '1200203'}),"
1200328,Jordão,AC,AF,-71.90592035,-9.242461313,"ee.Feature(ee.Geometry.Point([-71.90592035,-9.242461313],'EPSG:4674'),  {'point_id': '1200328'}),"
1200336,Mâncio Lima,AC,AF,-73.43912524,-7.504477199,"ee.Feature(ee.Geometry.Point([-73.43912524,-7.504477199],'EPSG:4674'),  {'point_id': '1200336'}),"
1200351,Marechal Thaumaturgo,AC,AF,-72.55922511,-9.096279052,"ee.Feature(ee.Geometry.Point([-72.55922511,-9.096279052],'EPSG:4674'),  {'point_id': '1200351'}),"
1200393,Porto Walter,AC,AF,-72.73353955,-8.491958408,"ee.Feature(ee.Geometry.Point([-72.73353955,-8.491958408],'EPSG:4674'),  {'point_id': '1200393'}),"
1200427,Rodrigues Alves,AC,AF,-73.22338896,-7.843929566,"ee.Feature(ee.Geometry.Point([-73.22338896,-7.843929566],'EPSG:4674'),  {'point_id': '1200427'}),"
1200609,Tarauacá,AC,AF,-71.44491648,-8.239473585,"ee.Feature(ee.Geometry.Point([-71.44491648,-8.239473585],'EPSG:4674'),  {'point_id': '1200609'}),"
1300201,Atalaia do Norte,AM,AF,-71.74023715,-5.711519471,"ee.Feature(ee.Geometry.Point([-71.74023715,-5.711519471],'EPSG:4674'),  {'point_id': '1300201'}),"
1301654,Guajará,AM,AF,-72.84477656,-7.229926338,"ee.Feature(ee.Geometry.Point([-72.84477656,-7.229926338],'EPSG:4674'),  {'point_id': '1301654'}),"
1301803,Ipixuna,AM,AF,-71.41262571,-7.180520151,"ee.Feature(ee.Geometry.Point([-71.41262571,-7.180520151],'EPSG:4674'),  {'point_id': '1301803'}),"
1200302,Feijó,AC,AF,-70.74307933,-8.924088105,"ee.Feature(ee.Geometry.Point([-70.74307933,-8.924088105],'EPSG:4674'),  {'point_id': '1200302'}),"
1200344,Manoel Urbano,AC,AF,-69.85244205,-9.380395837,"ee.Feature(ee.Geometry.Point([-69.85244205,-9.380395837],'EPSG:4674'),  {'point_id': '1200344'}),"
1200435,Santa Rosa do Purus,AC,AF,-70.3955185,-9.410539428,"ee.Feature(ee.Geometry.Point([-70.3955185,-9.410539428],'EPSG:4674'),  {'point_id': '1200435'}),"
1301407,Eirunepé,AM,AF,-70.21776655,-7.02203172,"ee.Feature(ee.Geometry.Point([-70.21776655,-7.02203172],'EPSG:4674'),  {'point_id': '1301407'}),"
1301506,Envira,AM,AF,-70.0549752,-7.573370086,"ee.Feature(ee.Geometry.Point([-70.0549752,-7.573370086],'EPSG:4674'),  {'point_id': '1301506'}),"
1303502,Pauini,AM,AF,-68.19717146,-7.758367699,"ee.Feature(ee.Geometry.Point([-68.19717146,-7.758367699],'EPSG:4674'),  {'point_id': '1303502'}),"
1200054,Assis Brasil,AC,AF,-70.00554362,-10.77985795,"ee.Feature(ee.Geometry.Point([-70.00554362,-10.77985795],'EPSG:4674'),  {'point_id': '1200054'}),"
1200138,Bujari,AC,AF,-68.17375132,-9.614037446,"ee.Feature(ee.Geometry.Point([-68.17375132,-9.614037446],'EPSG:4674'),  {'point_id': '1200138'}),"
1200401,Rio Branco,AC,AF,-68.37092303,-10.06627836,"ee.Feature(ee.Geometry.Point([-68.37092303,-10.06627836],'EPSG:4674'),  {'point_id': '1200401'}),"
1200500,Sena Madureira,AC,AF,-69.38081164,-9.77116166,"ee.Feature(ee.Geometry.Point([-69.38081164,-9.77116166],'EPSG:4674'),  {'point_id': '1200500'}),"
1300706,Boca do Acre,AM,AF,-68.04806201,-8.773161088,"ee.Feature(ee.Geometry.Point([-68.04806201,-8.773161088],'EPSG:4674'),  {'point_id': '1300706'}),"
1200252,Epitaciolândia,AC,AF,-68.61824921,-10.88915709,"ee.Feature(ee.Geometry.Point([-68.61824921,-10.88915709],'EPSG:4674'),  {'point_id': '1200252'}),"
1300409,Barcelos,AM,AF,-63.43471548,-0.465066121,"ee.Feature(ee.Geometry.Point([-63.43471548,-0.465066121],'EPSG:4674'),  {'point_id': '1300409'}),"
1300839,Caapiranga,AM,AF,-61.87779481,-3.08204243,"ee.Feature(ee.Geometry.Point([-61.87779481,-3.08204243],'EPSG:4674'),  {'point_id': '1300839'}),"
1301308,Codajás,AM,AF,-62.97379711,-3.288985769,"ee.Feature(ee.Geometry.Point([-62.97379711,-3.288985769],'EPSG:4674'),  {'point_id': '1301308'}),"
1301852,Iranduba,AM,AF,-60.47976077,-3.095248796,"ee.Feature(ee.Geometry.Point([-60.47976077,-3.095248796],'EPSG:4674'),  {'point_id': '1301852'}),"
1302108,Japurá,AM,AF,-68.32126086,-1.697149423,"ee.Feature(ee.Geometry.Point([-68.32126086,-1.697149423],'EPSG:4674'),  {'point_id': '1302108'}),"
1302504,Manacapuru,AM,AF,-60.95878968,-3.291500344,"ee.Feature(ee.Geometry.Point([-60.95878968,-3.291500344],'EPSG:4674'),  {'point_id': '1302504'}),"
1302603,Manaus,AM,AF,-60.25969862,-2.625875165,"ee.Feature(ee.Geometry.Point([-60.25969862,-2.625875165],'EPSG:4674'),  {'point_id': '1302603'}),"
1302801,Maraã,AM,AF,-65.03995918,-2.42669348,"ee.Feature(ee.Geometry.Point([-65.03995918,-2.42669348],'EPSG:4674'),  {'point_id': '1302801'}),"
1303205,Novo Airão,AM,AF,-61.70305147,-2.048238019,"ee.Feature(ee.Geometry.Point([-61.70305147,-2.048238019],'EPSG:4674'),  {'point_id': '1303205'}),"
1303536,Presidente Figueiredo,AM,AF,-59.98963987,-1.37085063,"ee.Feature(ee.Geometry.Point([-59.98963987,-1.37085063],'EPSG:4674'),  {'point_id': '1303536'}),"
1303601,Santa Isabel do Rio Negro,AM,AF,-65.52122934,-0.318335105,"ee.Feature(ee.Geometry.Point([-65.52122934,-0.318335105],'EPSG:4674'),  {'point_id': '1303601'}),"
1303809,São Gabriel da Cachoeira,AM,AF,-67.99690186,0.374876578,"ee.Feature(ee.Geometry.Point([-67.99690186,0.374876578],'EPSG:4674'),  {'point_id': '1303809'}),"
1400209,Caracaraí,RR,AF,-61.47171831,0.990746023,"ee.Feature(ee.Geometry.Point([-61.47171831,0.990746023],'EPSG:4674'),  {'point_id': '1400209'}),"
1400282,Iracema,RR,AF,-62.40155238,2.181936446,"ee.Feature(ee.Geometry.Point([-62.40155238,2.181936446],'EPSG:4674'),  {'point_id': '1400282'}),"
1400472,Rorainópolis,RR,AF,-61.01116421,0.038049598,"ee.Feature(ee.Geometry.Point([-61.01116421,0.038049598],'EPSG:4674'),  {'point_id': '1400472'}),"
1300029,Alvarães,AM,AF,-65.32428741,-3.694649155,"ee.Feature(ee.Geometry.Point([-65.32428741,-3.694649155],'EPSG:4674'),  {'point_id': '1300029'}),"
1301209,Coari,AM,AF,-64.12455209,-4.436036419,"ee.Feature(ee.Geometry.Point([-64.12455209,-4.436036419],'EPSG:4674'),  {'point_id': '1301209'}),"
1301605,Fonte Boa,AM,AF,-66.35792172,-2.491004255,"ee.Feature(ee.Geometry.Point([-66.35792172,-2.491004255],'EPSG:4674'),  {'point_id': '1301605'}),"
1303700,Santo Antônio do Içá,AM,AF,-69.08931642,-3.05297806,"ee.Feature(ee.Geometry.Point([-69.08931642,-3.05297806],'EPSG:4674'),  {'point_id': '1303700'}),"
1304203,Tefé,AM,AF,-65.5305195,-4.469971976,"ee.Feature(ee.Geometry.Point([-65.5305195,-4.469971976],'EPSG:4674'),  {'point_id': '1304203'}),"
1304237,Tonantins,AM,AF,-67.82600044,-2.69185746,"ee.Feature(ee.Geometry.Point([-67.82600044,-2.69185746],'EPSG:4674'),  {'point_id': '1304237'}),"
1304260,Uarini,AM,AF,-65.41063084,-3.165568544,"ee.Feature(ee.Geometry.Point([-65.41063084,-3.165568544],'EPSG:4674'),  {'point_id': '1304260'}),"
1300060,Amaturá,AM,AF,-68.28649174,-3.418420481,"ee.Feature(ee.Geometry.Point([-68.28649174,-3.418420481],'EPSG:4674'),  {'point_id': '1300060'}),"
1300607,Benjamin Constant,AM,AF,-70.27516824,-5.425703663,"ee.Feature(ee.Geometry.Point([-70.27516824,-5.425703663],'EPSG:4674'),  {'point_id': '1300607'}),"
1301001,Carauari,AM,AF,-67.33695224,-5.118411704,"ee.Feature(ee.Geometry.Point([-67.33695224,-5.118411704],'EPSG:4674'),  {'point_id': '1301001'}),"
1301951,Itamarati,AM,AF,-68.11279246,-6.68315253,"ee.Feature(ee.Geometry.Point([-68.11279246,-6.68315253],'EPSG:4674'),  {'point_id': '1301951'}),"
1302207,Juruá,AM,AF,-66.3075621,-3.524314006,"ee.Feature(ee.Geometry.Point([-66.3075621,-3.524314006],'EPSG:4674'),  {'point_id': '1302207'}),"
1302306,Jutaí,AM,AF,-68.40392209,-4.714281699,"ee.Feature(ee.Geometry.Point([-68.40392209,-4.714281699],'EPSG:4674'),  {'point_id': '1302306'}),"
1303908,São Paulo de Olivença,AM,AF,-69.45019154,-4.50062886,"ee.Feature(ee.Geometry.Point([-69.45019154,-4.50062886],'EPSG:4674'),  {'point_id': '1303908'}),"
1304062,Tabatinga,AM,AF,-69.67807269,-4.028491387,"ee.Feature(ee.Geometry.Point([-69.67807269,-4.028491387],'EPSG:4674'),  {'point_id': '1304062'}),"
1304104,Tapauá,AM,AF,-64.9543321,-6.095274062,"ee.Feature(ee.Geometry.Point([-64.9543321,-6.095274062],'EPSG:4674'),  {'point_id': '1304104'}),"
1300086,Anamã,AM,AF,-61.71800373,-3.501870302,"ee.Feature(ee.Geometry.Point([-61.71800373,-3.501870302],'EPSG:4674'),  {'point_id': '1300086'}),"
1300102,Anori,AM,AF,-62.09512899,-4.19869857,"ee.Feature(ee.Geometry.Point([-62.09512899,-4.19869857],'EPSG:4674'),  {'point_id': '1300102'}),"
1300631,Beruri,AM,AF,-61.80403837,-4.606193933,"ee.Feature(ee.Geometry.Point([-61.80403837,-4.606193933],'EPSG:4674'),  {'point_id': '1300631'}),"
1300805,Borba,AM,AF,-59.53493801,-4.957314762,"ee.Feature(ee.Geometry.Point([-59.53493801,-4.957314762],'EPSG:4674'),  {'point_id': '1300805'}),"
1301100,Careiro,AM,AF,-60.18319101,-3.770452271,"ee.Feature(ee.Geometry.Point([-60.18319101,-3.770452271],'EPSG:4674'),  {'point_id': '1301100'}),"
1302553,Manaquiri,AM,AF,-60.69716718,-3.77902137,"ee.Feature(ee.Geometry.Point([-60.69716718,-3.77902137],'EPSG:4674'),  {'point_id': '1302553'}),"
1300300,Autazes,AM,AF,-59.52535255,-3.787211981,"ee.Feature(ee.Geometry.Point([-59.52535255,-3.787211981],'EPSG:4674'),  {'point_id': '1300300'}),"
1301159,Careiro da Várzea,AM,AF,-59.59868663,-3.286018205,"ee.Feature(ee.Geometry.Point([-59.59868663,-3.286018205],'EPSG:4674'),  {'point_id': '1301159'}),"
1301902,Itacoatiara,AM,AF,-58.77544259,-3.174118922,"ee.Feature(ee.Geometry.Point([-58.77544259,-3.174118922],'EPSG:4674'),  {'point_id': '1301902'}),"
1303106,Nova Olinda do Norte,AM,AF,-58.59983927,-3.98945833,"ee.Feature(ee.Geometry.Point([-58.59983927,-3.98945833],'EPSG:4674'),  {'point_id': '1303106'}),"
1303569,Rio Preto da Eva,AM,AF,-59.63840504,-2.529806718,"ee.Feature(ee.Geometry.Point([-59.63840504,-2.529806718],'EPSG:4674'),  {'point_id': '1303569'}),"
1302009,Itapiranga,AM,AF,-58.61331049,-2.497266923,"ee.Feature(ee.Geometry.Point([-58.61331049,-2.497266923],'EPSG:4674'),  {'point_id': '1302009'}),"
1303957,São Sebastião do Uatumã,AM,AF,-58.70538713,-1.941739163,"ee.Feature(ee.Geometry.Point([-58.70538713,-1.941739163],'EPSG:4674'),  {'point_id': '1303957'}),"
1304302,Urucará,AM,AF,-59.02988755,-0.894250659,"ee.Feature(ee.Geometry.Point([-59.02988755,-0.894250659],'EPSG:4674'),  {'point_id': '1304302'}),"
1300508,Barreirinha,AM,AF,-57.17239483,-3.128963571,"ee.Feature(ee.Geometry.Point([-57.17239483,-3.128963571],'EPSG:4674'),  {'point_id': '1300508'}),"
1300680,Boa Vista do Ramos,AM,AF,-57.67011013,-3.13780709,"ee.Feature(ee.Geometry.Point([-57.67011013,-3.13780709],'EPSG:4674'),  {'point_id': '1300680'}),"
1302900,Maués,AM,AF,-58.05990681,-4.983156315,"ee.Feature(ee.Geometry.Point([-58.05990681,-4.983156315],'EPSG:4674'),  {'point_id': '1302900'}),"
1303403,Parintins,AM,AF,-56.85464736,-2.688063361,"ee.Feature(ee.Geometry.Point([-56.85464736,-2.688063361],'EPSG:4674'),  {'point_id': '1303403'}),"
1304005,Silves,AM,AF,-58.537108,-2.820561229,"ee.Feature(ee.Geometry.Point([-58.537108,-2.820561229],'EPSG:4674'),  {'point_id': '1304005'}),"
1304401,Urucurituba,AM,AF,-57.77124773,-2.813751115,"ee.Feature(ee.Geometry.Point([-57.77124773,-2.813751115],'EPSG:4674'),  {'point_id': '1304401'}),"
1300144,Apuí,AM,AF,-59.43210332,-7.759555083,"ee.Feature(ee.Geometry.Point([-59.43210332,-7.759555083],'EPSG:4674'),  {'point_id': '1300144'}),"
1303007,Nhamundá,AM,AF,-57.65653063,-1.680571066,"ee.Feature(ee.Geometry.Point([-57.65653063,-1.680571066],'EPSG:4674'),  {'point_id': '1303007'}),"
1400233,Caroebe,RR,AF,-59.33812798,0.914665502,"ee.Feature(ee.Geometry.Point([-59.33812798,0.914665502],'EPSG:4674'),  {'point_id': '1400233'}),"
1400506,São João da Baliza,RR,AF,-59.84501657,0.635766292,"ee.Feature(ee.Geometry.Point([-59.84501657,0.635766292],'EPSG:4674'),  {'point_id': '1400506'}),"
1501006,Aveiro,PA,AF,-56.01624453,-3.667296072,"ee.Feature(ee.Geometry.Point([-56.01624453,-3.667296072],'EPSG:4674'),  {'point_id': '1501006'}),"
1503002,Faro,PA,AF,-57.80612626,-1.159135242,"ee.Feature(ee.Geometry.Point([-57.80612626,-1.159135242],'EPSG:4674'),  {'point_id': '1503002'}),"
1503606,Itaituba,PA,AF,-56.49697282,-5.868937621,"ee.Feature(ee.Geometry.Point([-56.49697282,-5.868937621],'EPSG:4674'),  {'point_id': '1503606'}),"
1503754,Jacareacanga,PA,AF,-57.30422271,-7.443056844,"ee.Feature(ee.Geometry.Point([-57.30422271,-7.443056844],'EPSG:4674'),  {'point_id': '1503754'}),"
1503903,Juruti,PA,AF,-56.22126663,-2.622813895,"ee.Feature(ee.Geometry.Point([-56.22126663,-2.622813895],'EPSG:4674'),  {'point_id': '1503903'}),"
1505304,Oriximiná,PA,AF,-57.14991482,0.254978874,"ee.Feature(ee.Geometry.Point([-57.14991482,0.254978874],'EPSG:4674'),  {'point_id': '1505304'}),"
1507979,Terra Santa,PA,AF,-56.458434,-1.951500342,"ee.Feature(ee.Geometry.Point([-56.458434,-1.951500342],'EPSG:4674'),  {'point_id': '1507979'}),"
1500404,Alenquer,PA,AF,-55.03920459,-0.604584272,"ee.Feature(ee.Geometry.Point([-55.03920459,-0.604584272],'EPSG:4674'),  {'point_id': '1500404'}),"
1500503,Almeirim,PA,AF,-53.89342555,0.284386369,"ee.Feature(ee.Geometry.Point([-53.89342555,0.284386369],'EPSG:4674'),  {'point_id': '1500503'}),"
1502855,Curuá,PA,AF,-55.11350104,-1.845723392,"ee.Feature(ee.Geometry.Point([-55.11350104,-1.845723392],'EPSG:4674'),  {'point_id': '1502855'}),"
1505106,Óbidos,PA,AF,-55.67489833,-0.169677625,"ee.Feature(ee.Geometry.Point([-55.67489833,-0.169677625],'EPSG:4674'),  {'point_id': '1505106'}),"
1506807,Santarém,PA,AF,-55.23834585,-2.679388755,"ee.Feature(ee.Geometry.Point([-55.23834585,-2.679388755],'EPSG:4674'),  {'point_id': '1506807'}),"
1500305,Afuá,PA,AF,-50.72590483,-0.26284115,"ee.Feature(ee.Geometry.Point([-50.72590483,-0.26284115],'EPSG:4674'),  {'point_id': '1500305'}),"
1500859,Anapu,PA,AF,-51.30152787,-3.996573158,"ee.Feature(ee.Geometry.Point([-51.30152787,-3.996573158],'EPSG:4674'),  {'point_id': '1500859'}),"
1501105,Bagre,PA,AF,-50.18182919,-2.373053991,"ee.Feature(ee.Geometry.Point([-50.18182919,-2.373053991],'EPSG:4674'),  {'point_id': '1501105'}),"
1501204,Baião,PA,AF,-49.69895791,-3.129768495,"ee.Feature(ee.Geometry.Point([-49.69895791,-3.129768495],'EPSG:4674'),  {'point_id': '1501204'}),"
1501808,Breves,PA,AF,-50.62817399,-1.120888175,"ee.Feature(ee.Geometry.Point([-50.62817399,-1.120888175],'EPSG:4674'),  {'point_id': '1501808'}),"
1502806,Curralinho,PA,AF,-49.98803647,-1.583461817,"ee.Feature(ee.Geometry.Point([-49.98803647,-1.583461817],'EPSG:4674'),  {'point_id': '1502806'}),"
1505205,Oeiras do Pará,PA,AF,-49.90233972,-2.278861945,"ee.Feature(ee.Geometry.Point([-49.90233972,-2.278861945],'EPSG:4674'),  {'point_id': '1505205'}),"
1505486,Pacajá,PA,AF,-50.63165418,-3.684140547,"ee.Feature(ee.Geometry.Point([-50.63165418,-3.684140547],'EPSG:4674'),  {'point_id': '1505486'}),"
1600402,Mazagão,AP,AF,-51.95119187,-0.066834443,"ee.Feature(ee.Geometry.Point([-51.95119187,-0.066834443],'EPSG:4674'),  {'point_id': '1600402'}),"
1500206,Acará,PA,AF,-48.41141173,-2.035354896,"ee.Feature(ee.Geometry.Point([-48.41141173,-2.035354896],'EPSG:4674'),  {'point_id': '1500206'}),"
1500800,Ananindeua,PA,AF,-48.38354444,-1.334075343,"ee.Feature(ee.Geometry.Point([-48.38354444,-1.334075343],'EPSG:4674'),  {'point_id': '1500800'}),"
1501501,Benevides,PA,AF,-48.27562079,-1.339616524,"ee.Feature(ee.Geometry.Point([-48.27562079,-1.339616524],'EPSG:4674'),  {'point_id': '1501501'}),"
1501907,Bujaru,PA,AF,-48.08987891,-1.632968577,"ee.Feature(ee.Geometry.Point([-48.08987891,-1.632968577],'EPSG:4674'),  {'point_id': '1501907'}),"
1504422,Marituba,PA,AF,-48.3197899,-1.397449755,"ee.Feature(ee.Geometry.Point([-48.3197899,-1.397449755],'EPSG:4674'),  {'point_id': '1504422'}),"
1504703,Moju,PA,AF,-49.07389037,-2.683763982,"ee.Feature(ee.Geometry.Point([-49.07389037,-2.683763982],'EPSG:4674'),  {'point_id': '1504703'}),"
1506351,Santa Bárbara do Pará,PA,AF,-48.2505168,-1.194335265,"ee.Feature(ee.Geometry.Point([-48.2505168,-1.194335265],'EPSG:4674'),  {'point_id': '1506351'}),"
1506500,Santa Izabel do Pará,PA,AF,-48.12930666,-1.365204359,"ee.Feature(ee.Geometry.Point([-48.12930666,-1.365204359],'EPSG:4674'),  {'point_id': '1506500'}),"
1501782,Breu Branco,PA,AF,-49.37121201,-3.733453674,"ee.Feature(ee.Geometry.Point([-49.37121201,-3.733453674],'EPSG:4674'),  {'point_id': '1501782'}),"
1502103,Cametá,PA,AF,-49.51356642,-2.253051757,"ee.Feature(ee.Geometry.Point([-49.51356642,-2.253051757],'EPSG:4674'),  {'point_id': '1502103'}),"
1504604,Mocajuba,PA,AF,-49.46637508,-2.576695209,"ee.Feature(ee.Geometry.Point([-49.46637508,-2.576695209],'EPSG:4674'),  {'point_id': '1504604'}),"
1508100,Tucuruí,PA,AF,-49.82112296,-3.856268144,"ee.Feature(ee.Geometry.Point([-49.82112296,-3.856268144],'EPSG:4674'),  {'point_id': '1508100'}),"
1500958,Aurora do Pará,PA,AF,-47.7263446,-2.231179373,"ee.Feature(ee.Geometry.Point([-47.7263446,-2.231179373],'EPSG:4674'),  {'point_id': '1500958'}),"
1503457,Ipixuna do Pará,PA,AF,-47.92135187,-2.805756687,"ee.Feature(ee.Geometry.Point([-47.92135187,-2.805756687],'EPSG:4674'),  {'point_id': '1503457'}),"
1507953,Tailândia,PA,AF,-48.73668389,-2.90777701,"ee.Feature(ee.Geometry.Point([-48.73668389,-2.90777701],'EPSG:4674'),  {'point_id': '1507953'}),"
1508001,Tomé-Açu,PA,AF,-48.26759476,-2.636068207,"ee.Feature(ee.Geometry.Point([-48.26759476,-2.636068207],'EPSG:4674'),  {'point_id': '1508001'}),"
2907004,Cardeal da Silva,BA,AF,-37.93842731,-12.04302975,"ee.Feature(ee.Geometry.Point([-37.93842731,-12.04302975],'EPSG:4674'),  {'point_id': '2907004'}),"
2921005,Mata de São João,BA,AF,-38.14886621,-12.4840055,"ee.Feature(ee.Geometry.Point([-38.14886621,-12.4840055],'EPSG:4674'),  {'point_id': '2921005'}),"
2905701,Camaçari,BA,AF,-38.20627633,-12.66600338,"ee.Feature(ee.Geometry.Point([-38.20627633,-12.66600338],'EPSG:4674'),  {'point_id': '2905701'}),"
2906501,Candeias,BA,AF,-38.48115929,-12.6784723,"ee.Feature(ee.Geometry.Point([-38.48115929,-12.6784723],'EPSG:4674'),  {'point_id': '2906501'}),"
2910057,Dias d'Ávila,BA,AF,-38.282391,-12.6012711,"ee.Feature(ee.Geometry.Point([-38.282391,-12.6012711],'EPSG:4674'),  {'point_id': '2910057'}),"
2925204,Pojuca,BA,AF,-38.2529508,-12.36173287,"ee.Feature(ee.Geometry.Point([-38.2529508,-12.36173287],'EPSG:4674'),  {'point_id': '2925204'}),"
2929206,São Francisco do Conde,BA,AF,-38.63198147,-12.65083116,"ee.Feature(ee.Geometry.Point([-38.63198147,-12.65083116],'EPSG:4674'),  {'point_id': '2929206'}),"
2929503,São Sebastião do Passé,BA,AF,-38.49824406,-12.51717865,"ee.Feature(ee.Geometry.Point([-38.49824406,-12.51717865],'EPSG:4674'),  {'point_id': '2929503'}),"
2902302,Aratuípe,BA,AF,-39.06942854,-13.08463373,"ee.Feature(ee.Geometry.Point([-39.06942854,-13.08463373],'EPSG:4674'),  {'point_id': '2902302'}),"
2908309,Conceição do Almeida,BA,AF,-39.24558354,-12.85989842,"ee.Feature(ee.Geometry.Point([-39.24558354,-12.85989842],'EPSG:4674'),  {'point_id': '2908309'}),"
2909802,Cruz das Almas,BA,AF,-39.11791422,-12.68303544,"ee.Feature(ee.Geometry.Point([-39.11791422,-12.68303544],'EPSG:4674'),  {'point_id': '2909802'}),"
2910206,Dom Macedo Costa,BA,AF,-39.17396074,-12.91235376,"ee.Feature(ee.Geometry.Point([-39.17396074,-12.91235376],'EPSG:4674'),  {'point_id': '2910206'}),"
2916104,Itaparica,BA,AF,-38.65496895,-12.89223108,"ee.Feature(ee.Geometry.Point([-38.65496895,-12.89223108],'EPSG:4674'),  {'point_id': '2916104'}),"
2917805,Jaguaripe,BA,AF,-38.98650364,-13.12131011,"ee.Feature(ee.Geometry.Point([-38.98650364,-13.12131011],'EPSG:4674'),  {'point_id': '2917805'}),"
2918803,Laje,BA,AF,-39.34642086,-13.1669919,"ee.Feature(ee.Geometry.Point([-39.34642086,-13.1669919],'EPSG:4674'),  {'point_id': '2918803'}),"
2919926,Madre de Deus,BA,AF,-38.64273263,-12.74111578,"ee.Feature(ee.Geometry.Point([-38.64273263,-12.74111578],'EPSG:4674'),  {'point_id': '2919926'}),"
2920601,Maragogipe,BA,AF,-38.93828366,-12.82299924,"ee.Feature(ee.Geometry.Point([-38.93828366,-12.82299924],'EPSG:4674'),  {'point_id': '2920601'}),"
2922201,Muniz Ferreira,BA,AF,-39.08768985,-13.00248598,"ee.Feature(ee.Geometry.Point([-39.08768985,-13.00248598],'EPSG:4674'),  {'point_id': '2922201'}),"
2922300,Muritiba,BA,AF,-39.08628926,-12.62175885,"ee.Feature(ee.Geometry.Point([-39.08628926,-12.62175885],'EPSG:4674'),  {'point_id': '2922300'}),"
2922508,Nazaré,BA,AF,-38.9808702,-12.95367329,"ee.Feature(ee.Geometry.Point([-38.9808702,-12.95367329],'EPSG:4674'),  {'point_id': '2922508'}),"
2927309,Salinas da Margarida,BA,AF,-38.75911285,-12.88592344,"ee.Feature(ee.Geometry.Point([-38.75911285,-12.88592344],'EPSG:4674'),  {'point_id': '2927309'}),"
2927408,Salvador,BA,AF,-38.51474367,-12.87348609,"ee.Feature(ee.Geometry.Point([-38.51474367,-12.87348609],'EPSG:4674'),  {'point_id': '2927408'}),"
2928703,Santo Antônio de Jesus,BA,AF,-39.22662187,-13.00829584,"ee.Feature(ee.Geometry.Point([-39.22662187,-13.00829584],'EPSG:4674'),  {'point_id': '2928703'}),"
2929008,São Félix,BA,AF,-38.99902334,-12.67504075,"ee.Feature(ee.Geometry.Point([-38.99902334,-12.67504075],'EPSG:4674'),  {'point_id': '2929008'}),"
2929107,São Felipe,BA,AF,-39.09466238,-12.84529613,"ee.Feature(ee.Geometry.Point([-39.09466238,-12.84529613],'EPSG:4674'),  {'point_id': '2929107'}),"
2929602,Sapeaçu,BA,AF,-39.21286827,-12.72589173,"ee.Feature(ee.Geometry.Point([-39.21286827,-12.72589173],'EPSG:4674'),  {'point_id': '2929602'}),"
2929750,Saubara,BA,AF,-38.76932512,-12.77537284,"ee.Feature(ee.Geometry.Point([-38.76932512,-12.77537284],'EPSG:4674'),  {'point_id': '2929750'}),"
2932903,Valença,BA,AF,-39.19395205,-13.34745195,"ee.Feature(ee.Geometry.Point([-39.19395205,-13.34745195],'EPSG:4674'),  {'point_id': '2932903'}),"
2933208,Vera Cruz,BA,AF,-38.69694928,-13.00714657,"ee.Feature(ee.Geometry.Point([-38.69694928,-13.00714657],'EPSG:4674'),  {'point_id': '2933208'}),"
2919207,Lauro de Freitas,BA,AF,-38.32730146,-12.8634776,"ee.Feature(ee.Geometry.Point([-38.32730146,-12.8634776],'EPSG:4674'),  {'point_id': '2919207'}),"
2930709,Simões Filho,BA,AF,-38.40068886,-12.76766545,"ee.Feature(ee.Geometry.Point([-38.40068886,-12.76766545],'EPSG:4674'),  {'point_id': '2930709'}),"
2905404,Cairu,BA,AF,-38.98343379,-13.50684311,"ee.Feature(ee.Geometry.Point([-38.98343379,-13.50684311],'EPSG:4674'),  {'point_id': '2905404'}),"
2905800,Camamu,BA,AF,-39.16416852,-14.012557,"ee.Feature(ee.Geometry.Point([-39.16416852,-14.012557],'EPSG:4674'),  {'point_id': '2905800'}),"
2911204,Gandu,BA,AF,-39.48268992,-13.78868002,"ee.Feature(ee.Geometry.Point([-39.48268992,-13.78868002],'EPSG:4674'),  {'point_id': '2911204'}),"
2912707,Ibirapitanga,BA,AF,-39.43569865,-14.06066901,"ee.Feature(ee.Geometry.Point([-39.43569865,-14.06066901],'EPSG:4674'),  {'point_id': '2912707'}),"
2913457,Igrapiúna,BA,AF,-39.20549188,-13.87096095,"ee.Feature(ee.Geometry.Point([-39.20549188,-13.87096095],'EPSG:4674'),  {'point_id': '2913457'}),"
2914901,Itacaré,BA,AF,-39.15777642,-14.36209434,"ee.Feature(ee.Geometry.Point([-39.15777642,-14.36209434],'EPSG:4674'),  {'point_id': '2914901'}),"
2917300,Ituberá,BA,AF,-39.15294703,-13.74934468,"ee.Feature(ee.Geometry.Point([-39.15294703,-13.74934468],'EPSG:4674'),  {'point_id': '2917300'}),"
2920700,Maraú,BA,AF,-39.15045163,-14.15571585,"ee.Feature(ee.Geometry.Point([-39.15045163,-14.15571585],'EPSG:4674'),  {'point_id': '2920700'}),"
2922607,Nilo Peçanha,BA,AF,-39.17406525,-13.66018075,"ee.Feature(ee.Geometry.Point([-39.17406525,-13.66018075],'EPSG:4674'),  {'point_id': '2922607'}),"
2924678,Piraí do Norte,BA,AF,-39.37684314,-13.80543765,"ee.Feature(ee.Geometry.Point([-39.37684314,-13.80543765],'EPSG:4674'),  {'point_id': '2924678'}),"
